ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Manufacturer_Model,Price
45793058,-,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,52000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10,TOYOTA Camry,72130
28135943,-,AUDI,A6,1998,Sedan,Yes,Petrol,2.8,299689 km,6.0,Tiptronic,Front,04-May,Left wheel,Silver,6,AUDI A6,3136
45760679,-,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,183300 km,4.0,Automatic,Front,04-May,Left wheel,Blue,6,TOYOTA Prius,18817
45732998,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,145000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,HYUNDAI Sonata,17942
45644808,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,260053 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,TOYOTA Highlander,549
45730512,880,SSANGYONG,Actyon,2018,Jeep,Yes,Petrol,1.6,11953 km,4.0,Automatic,Front,04-May,Left wheel,Red,4,SSANGYONG Actyon,44752
45809221,447,HONDA,FIT,2013,Hatchback,Yes,Hybrid,1.3,117058 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,HONDA FIT,5940
45797357,640,HYUNDAI,Genesis,2013,Coupe,Yes,Petrol,2,53885 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,HYUNDAI Genesis,59831
45416131,584,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,61579 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12,HYUNDAI Elantra,17876
45789459,-,MERCEDES-BENZ,ML 270,2000,Jeep,No,Diesel,2.7 Turbo,335000 km,5.0,Tiptronic,4x4,04-May,Left wheel,Silver,4,MERCEDES-BENZ ML 270,11290
45770909,1850,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,494317 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,MERCEDES-BENZ E 350,4547
45812566,781,TOYOTA,Camry,2012,Sedan,No,Petrol,2.5,10000 km,6.0,Tiptronic,Front,04-May,Left wheel,White,16,TOYOTA Camry,20385
45780590,-,MERCEDES-BENZ,E 320,2001,Sedan,Yes,Diesel,3.2 Turbo,195330 km,6.0,Tiptronic,Rear,04-May,Left wheel,Silver,6,MERCEDES-BENZ E 320,10349
45787421,1104,BMW,X5,2015,Jeep,Yes,Petrol,3,143000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Blue,16,BMW X5,59586
45803527,836,HYUNDAI,Sonata,2010,Sedan,Yes,LPG,2,81248 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Sonata,7119
45730055,831,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,60720 km,4.0,Automatic,Front,04-May,Left wheel,White,4,SSANGYONG Actyon,44219
45810181,1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,44845 km,4.0,Automatic,Front,04-May,Left wheel,Brown,12,TOYOTA Camry,470
45802931,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,175089 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Santa FE,40390
45806459,-,MITSUBISHI,Airtrek,2002,Universal,No,Petrol,2.0 Turbo,190000 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,2,MITSUBISHI Airtrek,10976
45732822,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,520461 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,HYUNDAI Sonata,10036
45809653,831,HONDA,Civic,2018,Coupe,Yes,Petrol,1.5,8520 km,4.0,Automatic,Front,04-May,Left wheel,Red,4,HONDA Civic,62493
45775425,-,MAZDA,MPV,2004,Minivan,No,Petrol,2.3,0 km,5.0,Manual,Front,04-May,Left wheel,Silver,4,MAZDA MPV,8467
45812593,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,156326 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,HYUNDAI Elantra,392
45793695,1288,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,54114 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,CHEVROLET Captiva,4861
45809140,1470,JAGUAR,XF,2013,Sedan,Yes,Petrol,5,85459 km,8.0,Automatic,Rear,04-May,Left wheel,Silver,12,JAGUAR XF,627
45768505,-,LAND ROVER,Range Rover,1997,Jeep,Yes,Diesel,2.5 Turbo,111111 km,6.0,Manual,4x4,04-May,Left wheel,Black,12,LAND ROVER Range Rover,7213
45646976,1356,MERCEDES-BENZ,S 550,2014,Sedan,Yes,Petrol,4.6,98466 km,8.0,Automatic,Rear,04-May,Left wheel,Blue,12,MERCEDES-BENZ S 550,48610
45804386,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,193926 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,HYUNDAI Tucson,20005
36987589,1268,TOYOTA,Aqua,2012,Hatchback,No,Petrol,1.5,111000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,6,TOYOTA Aqua,9408
45263415,831,TOYOTA,Camry,2011,Sedan,No,Petrol,2.4,110000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Silver,8,TOYOTA Camry,13485
45807914,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,260000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,TOYOTA Prius,13799
45646971,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,9626 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,TOYOTA Camry,3450
45803619,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,92336 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI H1,21009
45624565,1058,LEXUS,RX 450,2012,Jeep,Yes,Hybrid,3.5,187000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,12,LEXUS RX 450,55823
45797799,1347,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,150891 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI H1,12544
45344643,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,178000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,4,HONDA FIT,8467
45620554,1793,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,5.5,325811 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12,MERCEDES-BENZ E 350,13172
45809016,1307,CHEVROLET,Camaro,2015,Cabriolet,Yes,Petrol,3.6,99162 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4,CHEVROLET Camaro,48277
45369553,-,TOYOTA,RAV 4,2010,Jeep,Yes,Petrol,2,167300 km,4.0,Variator,4x4,>5,Left wheel,Blue,8,TOYOTA RAV 4,23207
45725720,707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,256878 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,SSANGYONG Actyon,12585
45729903,639,SSANGYONG,REXTON,2014,Jeep,Yes,Diesel,2,108105 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,SSANGYONG REXTON,36219
45717200,-,VAZ,2107,2010,Sedan,No,Petrol,1.6,34678 km,4.0,Manual,Rear,04-May,Left wheel,White,12,VAZ 2107,1500
45773270,1341,TOYOTA,Corolla,2006,Sedan,Yes,Petrol,1.8,479998 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,TOYOTA Corolla,627
45720592,862,FORD,Fusion,2011,Sedan,Yes,Hybrid,2.5,154000 km,4.0,Automatic,Front,04-May,Left wheel,White,10,FORD Fusion,15053
45807507,1185,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,184000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,FORD Escape,10976
45793764,-,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,114000 km,4.0,Variator,Front,04-May,Left wheel,White,12,TOYOTA Prius,23592
45549637,642,VOLKSWAGEN,Golf,2012,Hatchback,No,Diesel,2.0 Turbo,0 km,4.0,Manual,Front,04-May,Left wheel,Grey,12,VOLKSWAGEN Golf,17876
45715283,562,CHEVROLET,Cruze,2015,Sedan,No,Petrol,1.4 Turbo,76800 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10,CHEVROLET Cruze,10976
45209108,1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,6800 km,6.0,Automatic,Front,04-May,Left wheel,Black,8,TOYOTA Camry,53314
45765026,1598,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3,175614 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12,MERCEDES-BENZ E 350,2430
45795603,-,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,109000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,2,TOYOTA Aqua,13799
45761031,583,NISSAN,Juke,2011,Jeep,Yes,Petrol,1.6,0 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,NISSAN Juke,470
45647810,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,159379 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA Camry,3136
45792922,994,OPEL,Astra H,2008,Hatchback,No,Petrol,1.8,168000 km,4.0,Manual,Front,04-May,Left wheel,Black,4,OPEL Astra H,12544
45789007,-,VOLKSWAGEN,Caddy,2004,Goods wagon,No,Diesel,2,195000 km,4.0,Manual,Front,04-May,Left wheel,Grey,2,VOLKSWAGEN Caddy,10663
45809786,784,HONDA,Civic,2017,Coupe,Yes,Petrol,1.5,32692 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,HONDA Civic,55845
45773695,779,TOYOTA,Camry,2013,Jeep,Yes,Hybrid,2.5,493571 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,TOYOTA Camry,392
45590008,586,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,89000 km,4.0,Variator,Front,04-May,Left wheel,Brown,10,LEXUS CT 200h,22894
45660194,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,317470 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,LEXUS RX 450,220
45733040,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,431626 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,HYUNDAI Sonata,9252
45655220,-,MERCEDES-BENZ,GL 550,2012,Jeep,Yes,Petrol,5.5,105000 km,8.0,Tiptronic,4x4,04-May,Left wheel,White,12,MERCEDES-BENZ GL 550,49550
45604631,473,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4 Turbo,147200 km,4.0,Manual,Front,04-May,Left wheel,Red,8,CHEVROLET Cruze,10976
45769802,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,202651 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,LEXUS GX 470,54568
45732083,1076,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,2,6631 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,HYUNDAI Santa FE,96749
45813399,919,BMW,535,2012,Sedan,Yes,Petrol,3,204318 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12,BMW 535,392
43150401,583,MINI,Cooper,2011,Sedan,Yes,Petrol,1.6,0 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,MINI Cooper,12300
45398915,-,MERCEDES-BENZ,Vito,2014,Minivan,No,Diesel,2.2 Turbo,140000 km,4.0,Tiptronic,Rear,04-May,Left wheel,White,6,MERCEDES-BENZ Vito,43278
45803641,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,63383 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,HYUNDAI Tucson,12231
45794246,-,MERCEDES-BENZ,E 200,1996,Sedan,No,CNG,2,777777 km,4.0,Manual,Rear,04-May,Left wheel,Silver,4,MERCEDES-BENZ E 200,4704
45766583,-,SUBARU,Forester,2002,Sedan,Yes,Petrol,2.0 Turbo,200000 km,4.0,Automatic,4x4,04-May,Right-hand drive,White,5,SUBARU Forester,7840
44526936,-,NISSAN,Skyline,2003,Sedan,No,CNG,2.5,197000 km,6.0,Tiptronic,Rear,04-May,Right-hand drive,Silver,4,NISSAN Skyline,5175
45800983,697,HYUNDAI,Elantra LIMITED,2015,Sedan,Yes,Petrol,1.8,57000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,HYUNDAI Elantra LIMITED,20071
45758478,751,HYUNDAI,Sonata,2013,Sedan,Yes,Hybrid,2.4,141213 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0,HYUNDAI Sonata,2822
45806020,-,BMW,318,2002,Sedan,No,Petrol,2,145000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Red,6,BMW 318,10349
45793095,-,MAZDA,Demio,2007,Hatchback,No,Petrol,1.5,165000 km,4.0,Manual,Front,04-May,Right-hand drive,Black,0,MAZDA Demio,7527
42452805,501,MAZDA,Mazda 2,2014,Hatchback,No,Petrol,1.5,62967 km,4.0,Automatic,Front,04-May,Left wheel,Blue,6,MAZDA Mazda 2,10506
45788258,-,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.6,84800 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8,HYUNDAI Elantra,17876
45815121,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,70232 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA Camry,470
45788158,-,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,193000 km,4.0,Variator,Front,04-May,Right-hand drive,Yellow,2,TOYOTA Aqua,15994
45732143,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,146740 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,HYUNDAI Santa FE,37125
45758879,-,MERCEDES-BENZ,E 200,2010,Sedan,Yes,Diesel,2.0 Turbo,210000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,0,MERCEDES-BENZ E 200,32929
45766136,915,AUDI,A7,2014,Hatchback,Yes,Petrol,3,401128 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,0,AUDI A7,157
45795868,919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,179520 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,8,MERCEDES-BENZ ML 350,43905
45790417,-,VOLKSWAGEN,Golf 3,1995,Sedan,No,Petrol,1.6,12333 km,4.0,Manual,Front,04-May,Left wheel,Blue,2,VOLKSWAGEN Golf 3,4200
44463613,1820,MAZDA,CX-5,2012,Jeep,Yes,Diesel,2.2,96000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Blue,6,MAZDA CX-5,19000
45792460,924,VOLKSWAGEN,Passat,2017,Sedan,Yes,Petrol,1.8,27728 km,6.0,Tiptronic,Front,04-May,Left wheel,Silver,8,VOLKSWAGEN Passat,36110
45808501,640,FORD,Escape,2013,Jeep,Yes,Petrol,2,69813 km,4.0,Automatic,Front,04-May,Left wheel,Green,12,FORD Escape,392
44777063,-,VOLKSWAGEN,Touareg,2004,Jeep,Yes,CNG,3.2,140000 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,8,VOLKSWAGEN Touareg,7840
45732879,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,86280 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI Sonata,10349
45814296,1998,FORD,Transit,2001,Microbus,No,Diesel,2.4 Turbo,1000 km,4.0,Manual,Rear,02-Mar,Left wheel,White,2,FORD Transit,11604
45792340,764,KIA,Optima,2015,Sedan,Yes,Petrol,2,39077 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,KIA Optima,18033
44960266,-,HYUNDAI,Azera,2013,Sedan,Yes,Petrol,3.3,93000 km,6.0,Tiptronic,Front,04-May,Left wheel,Black,12,HYUNDAI Azera,26657
44532272,-,SUBARU,Forester,2005,Universal,Yes,Petrol,2.0 Turbo,137000 km,4.0,Tiptronic,4x4,04-May,Right-hand drive,White,8,SUBARU Forester,12231
45589933,-,TOYOTA,Prius C,2014,Hatchback,Yes,LPG,1.4,256000 km,4.0,Automatic,Front,04-May,Left wheel,White,8,TOYOTA Prius C,40
45812803,934,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,115858 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,TOYOTA Camry,6429
45758563,640,FORD,Focus,2013,Sedan,Yes,Petrol,2,280326 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,FORD Focus,549
45764287,1522,OPEL,Zafira,2000,Goods wagon,No,Petrol,1.8,130000 km,4.0,Manual,Front,04-May,Left wheel,Silver,0,OPEL Zafira,6272
45813581,1018,BMW,535,2011,Sedan,Yes,Petrol,3,0 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12,BMW 535,1019
45732621,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,390966 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Sonata,10249
44676404,-,MITSUBISHI,Outlander,2020,Jeep,Yes,Petrol,2.4,0 km,4.0,Automatic,4x4,04-May,Left wheel,Black,12,MITSUBISHI Outlander,78403
45789675,-,FORD,Transit,2005,Microbus,No,Diesel,2.9 Turbo,231000 km,4.0,Manual,Rear,02-Mar,Left wheel,White,2,FORD Transit,11917
45342052,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,75000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10,TOYOTA Camry,19130
45649049,1714,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,39814 km,6.0,Automatic,Rear,04-May,Left wheel,Black,0,MERCEDES-BENZ GLE 350,43592
45758118,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,275240 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0,LEXUS GX 460,15681
45804765,-,BMW,320,2000,Sedan,No,Petrol,2.2,200000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Silver,6,BMW 320,10036
45790477,586,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,127226 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,HYUNDAI Elantra,15681
43656877,-,HYUNDAI,Elantra,2016,Sedan,No,Petrol,2,77643 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,12,HYUNDAI Elantra,26657
45810394,1079,CHEVROLET,Orlando,2018,Jeep,Yes,LPG,2,33000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,CHEVROLET Orlando,47408
45731414,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,126970 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI H1,34074
45816380,-,OPEL,Vectra,1994,Hatchback,Yes,CNG,1.6,100000 km,4.0,Manual,Front,04-May,Left wheel,Carnelian red,2,OPEL Vectra,1568
45809911,503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,28000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,TOYOTA Aqua,22502
45730605,629,SSANGYONG,Actyon,2015,Jeep,Yes,Petrol,1.6,215000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,SSANGYONG Actyon,25139
45758183,781,FORD,Escape,2012,Jeep,Yes,Hybrid,2.5,95349 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,FORD Escape,784
45803292,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,211075 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Sonata,16894
45801469,583,HYUNDAI,Accent,2011,Hatchback,Yes,Diesel,1.6,43522 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI Accent,8154
45768125,475,CHEVROLET,Volt,2012,Jeep,Yes,Hybrid,1.4,188419 km,4.0,Automatic,Front,04-May,Left wheel,Red,0,CHEVROLET Volt,627
45641150,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,TOYOTA Camry,392
45803441,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,60850 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI Sonata,10515
44985145,-,HYUNDAI,Getz,2008,Sedan,No,Petrol,1.4,180000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0,HYUNDAI Getz,3000
45791971,-,LEXUS,IS 350,2010,Sedan,Yes,Petrol,3.5,192000 km,6.0,Tiptronic,Rear,04-May,Left wheel,White,0,LEXUS IS 350,25716
45813580,-,JEEP,Grand Cherokee,2001,Jeep,Yes,CNG,4.7,297600 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,12,JEEP Grand Cherokee,11604
45797505,730,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,72507 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,HYUNDAI Elantra,20071
45815072,934,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,86357 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,TOYOTA Camry,20071
45809062,831,CHEVROLET,Captiva,2011,Jeep,Yes,Petrol,2.4,81344 km,4.0,Automatic,Front,04-May,Left wheel,White,4,CHEVROLET Captiva,23129
45770489,-,BMW,X5,2002,Jeep,Yes,LPG,3,244800 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,6,BMW X5,7840
26556126,-,ROLLS-ROYCE,Phantom,1939,Cabriolet,Yes,Petrol,5,129000 km,8.0,Automatic,Rear,04-May,Left wheel,Silver,0,ROLLS-ROYCE Phantom,157
45656813,603,LEXUS,RX 450,2015,Jeep,Yes,Hybrid,3.5,143619 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,LEXUS RX 450,13956
45704418,-,TOYOTA,Prius,2012,Sedan,Yes,Hybrid,1.8,150000 km,4.0,Automatic,Front,04-May,Left wheel,White,6,TOYOTA Prius,50
45789947,889,KIA,Sorento,2016,Jeep,Yes,Diesel,2,28221 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,KIA Sorento,45160
45727295,640,SSANGYONG,Korando,2013,Jeep,Yes,Diesel,2,81025 km,4.0,Automatic,Front,04-May,Left wheel,White,4,SSANGYONG Korando,21953
45809061,308,TOYOTA,Aqua,2015,Hatchback,Yes,Hybrid,1.5,160841 km,4.0,Automatic,Front,04-May,Left wheel,White,4,TOYOTA Aqua,9396
45773334,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,128739 km,4.0,Automatic,Front,04-May,Left wheel,Green,12,TOYOTA Camry,2274
45794178,-,MERCEDES-BENZ,CLK 230,2001,Coupe,No,Petrol,2.3,266085 km,4.0,Manual,Rear,02-Mar,Left wheel,Black,2,MERCEDES-BENZ CLK 230,6272
45804798,-,TOYOTA,RAV 4,2012,Jeep,Yes,Diesel,2.2 Turbo,120000 km,4.0,Manual,4x4,04-May,Left wheel,White,13,TOYOTA RAV 4,25
45727764,779,LEXUS,ES 300,2013,Sedan,Yes,Hybrid,2.5,152400 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,LEXUS ES 300,6115
45801686,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,112645 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI Elantra,18826
45809659,831,HYUNDAI,Accent,2017,Sedan,Yes,Petrol,1.6,106979 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,HYUNDAI Accent,1254
45764673,834,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,397915 km,4.0,Automatic,Rear,04-May,Left wheel,White,12,TOYOTA Tacoma,27284
45781870,586,HYUNDAI,Elantra SE,2012,Sedan,No,Petrol,1.8,158000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10,HYUNDAI Elantra SE,12544
45718596,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,52000 km,4.0,Variator,Front,04-May,Left wheel,Silver,12,TOYOTA Camry,23521
45420823,697,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8 Turbo,71777 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10,VOLKSWAGEN Jetta,17876
45806443,394,LEXUS,ES 300,2014,Sedan,Yes,Hybrid,2.5,176213 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,LEXUS ES 300,14426
45776041,650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4 Turbo,58000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,16,CHEVROLET Cruze,19757
45765940,-,FORD,Transit 2.4,2001,Microbus,Yes,Diesel,2.4 Turbo,350000 km,4.0,Manual,Rear,04-May,Left wheel,White,2,FORD Transit 2.4,17876
45765220,779,TOYOTA,Camry,2013,Sedan,No,Hybrid,2.5,136861 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,TOYOTA Camry,16621
45729790,831,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,50750 km,4.0,Automatic,Front,04-May,Left wheel,White,4,SSANGYONG Actyon,42102
45789367,-,SUZUKI,Samurai,1982,Jeep,No,Petrol,0.8,29500 km,3.0,Manual,4x4,02-Mar,Left wheel,Blue,1,SUZUKI Samurai,31361
45793840,521,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.4 Turbo,132000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,8,CHEVROLET Cruze,15681
45804422,753,JEEP,Compass,2012,Jeep,Yes,Petrol,2.4,65731 km,4.0,Automatic,Front,04-May,Left wheel,Red,4,JEEP Compass,25264
45804838,1017,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,2,169031 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,HYUNDAI Tucson,37125
45769876,-,NISSAN,Tiida,2006,Hatchback,Yes,Petrol,1.5,180000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,2,NISSAN Tiida,9095
45788433,-,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,212800 km,4.0,Variator,Front,04-May,Left wheel,Silver,0,TOYOTA Prius,19914
45796646,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,75152 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,CHEVROLET Captiva,6125
45814482,-,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,119000 km,4.0,Variator,Front,04-May,Left wheel,White,0,LEXUS CT 200h,24775
45789848,707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,76640 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,SSANGYONG Actyon,9948
45803463,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,160717 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI Sonata,15060
45787561,986,TOYOTA,Camry,2010,Sedan,No,Hybrid,2.4,195200 km,4.0,Variator,Front,04-May,Left wheel,White,10,TOYOTA Camry,13000
45816463,-,FORD,Transit,1996,Goods wagon,No,Diesel,2.5 Turbo,230000 km,4.0,Manual,Rear,02-Mar,Left wheel,White,2,FORD Transit,17249
45773260,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,184835 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,CHEVROLET Cruze,1725
45550781,-,BMW,X6,2013,Jeep,Yes,Petrol,3.0 Turbo,101000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,BMW X6,54882
45768257,761,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,421546 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,TOYOTA Prius,862
