Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Gear box type,Doors,Color,Airbags,Age,Price
781,44,163,9,1,5,2.5,105000,0,1,7,8,13,22894
0,47,323,9,1,1,1.9,200000,1,1,12,4,24,7213
585,44,477,9,0,2,1.8,103000,0,1,2,6,12,20385
585,44,477,9,0,2,1.8,105000,0,1,14,0,12,20385
707,41,83,9,1,1,2.0,149720,0,1,14,4,14,15483
765,17,587,4,1,1,2.0,40644,0,1,14,4,10,23521
0,47,360,9,0,5,2.0,97600,2,1,1,10,14,16308
934,44,493,4,1,5,2.5,38280,0,1,11,0,10,28225
0,47,360,9,1,5,2.5,81200,1,1,12,12,12,15681
746,44,477,3,0,2,1.5,99000,0,1,6,8,16,11290
0,12,275,9,1,5,1.6,160000,2,1,1,4,12,17876
975,1,486,4,1,5,3.2,198744,0,1,14,12,13,1019
583,17,243,9,1,5,1.6,159381,0,1,14,4,14,19416
308,15,270,3,1,2,1.5,102528,0,1,1,4,10,11726
900,6,8,9,1,5,2.4,75486,0,1,1,12,10,3607
0,28,17,9,1,1,2.2,3000,2,1,14,6,24,9500
0,42,282,10,0,5,2.0,18000,2,1,14,2,22,7213
382,12,290,9,0,2,2.0,100747,0,1,6,0,10,15367
891,17,545,9,1,4,2.0,258706,0,1,12,4,9,15681
0,44,91,3,0,5,1.5,130000,0,1,12,12,12,12231
0,44,477,9,0,2,1.8,180000,0,1,7,8,13,20385
607,44,163,9,1,2,2.5,9626,0,1,1,12,6,3450
473,5,206,9,1,5,1.4,126000,0,1,12,6,11,11290
1273,12,570,9,1,5,3.5,56476,0,1,1,4,10,51965
1202,21,512,4,1,5,2.4,78000,2,1,11,16,8,29793
0,34,96,3,0,5,1.8,230000,0,1,2,2,24,4547
552,44,477,9,1,2,1.5,250000,0,1,14,10,14,16621
690,5,409,9,0,5,1.5,71671,0,1,12,8,9,15681
1292,23,509,4,1,1,3.0,190330,0,1,1,12,9,31988
0,22,446,9,0,5,2.4,178528,2,1,3,0,13,15053
0,12,581,6,0,1,2.0,230000,1,1,14,2,24,10976
891,17,530,4,1,1,2.0,89316,0,1,1,4,9,56513
1091,14,79,9,1,5,2.5,116786,0,1,1,12,9,8781
730,41,83,4,1,5,1.6,51787,0,1,14,4,9,39201
0,44,477,3,0,2,1.5,176000,0,1,1,4,18,12858
777,12,290,9,0,5,2.5,137374,0,1,12,0,11,13799
0,31,452,4,1,5,3.0,153600,2,1,14,6,17,21012
917,2,54,9,1,5,3.0,65600,2,1,7,12,12,32302
833,5,174,4,1,1,2.2,57293,0,1,12,4,10,28589
1055,28,229,9,1,1,3.5,107800,0,1,7,12,12,5802
1185,17,333,7,1,1,2.5,74121,0,1,1,4,16,15994
1156,12,266,4,1,5,2.3,111416,0,1,14,4,8,78917
0,42,282,4,1,5,2.0,230000,0,1,14,6,20,9565
419,33,410,3,1,5,1.2,107135,0,1,1,4,12,4980
259,5,613,3,1,2,1.4,138491,0,1,1,0,11,3763
781,44,163,9,0,5,2.5,83200,2,1,1,12,13,18817
738,5,206,9,0,5,1.4,64000,2,1,14,12,8,20385
583,17,243,9,1,5,1.6,89323,0,1,12,4,14,18531
0,17,243,9,0,5,1.8,27000,2,1,12,12,12,17876
473,5,206,9,1,5,1.4,149875,0,1,14,4,11,13877
880,41,83,4,1,1,1.6,74221,0,1,2,4,7,42171
394,24,237,9,1,2,2.5,176213,0,1,1,12,11,14426
765,17,545,9,0,5,2.0,47000,2,1,14,6,10,25716
0,44,359,3,0,5,1.5,121000,2,1,12,4,23,8467
1185,17,333,7,1,1,2.5,114985,0,1,15,4,16,15329
585,24,153,9,1,2,1.8,0,0,1,11,0,12,1333
1399,12,570,9,1,5,3.5,56503,0,1,12,4,15,22843
777,44,163,9,1,5,2.5,113600,0,1,12,8,11,27284
442,44,477,3,1,2,1.8,45488,0,1,14,12,8,16308
749,17,530,4,1,5,2.4,87000,0,1,7,4,11,49858
595,44,91,3,1,5,1.5,52959,0,1,15,4,10,25396
777,17,333,7,1,1,2.5,119884,0,1,7,4,11,34406
0,2,49,9,1,5,2.5,25000,2,1,7,0,22,12544
586,44,477,3,1,2,1.8,88070,0,1,14,10,13,20385
988,17,243,9,1,1,1.5,53668,0,1,12,4,18,5927
0,44,477,3,1,2,1.5,248392,0,1,1,4,17,12560
609,44,163,9,1,2,2.5,35058,0,1,14,12,7,18817
0,42,388,9,1,5,2.0,140000,1,1,12,8,21,10349
707,41,375,4,1,1,2.0,99895,0,1,12,4,14,22545
583,17,243,9,1,5,1.6,52274,0,1,14,4,14,13808
0,33,536,7,1,0,2.0,241000,0,1,14,2,24,3700
640,22,446,9,1,5,2.0,52192,0,1,7,4,12,9700
530,17,602,3,1,5,1.6,53000,2,1,2,10,12,18800
934,5,408,9,1,5,2.5,96242,0,1,14,12,10,1333
697,47,360,9,1,5,1.8,45605,0,1,14,0,10,14113
730,41,83,4,1,1,1.6,31754,0,1,2,4,9,41281
0,47,134,9,1,5,2.0,158400,2,1,12,12,16,14113
639,12,277,9,1,5,2.0,43000,0,1,1,10,11,13485
638,22,446,9,1,5,2.0,44768,0,1,12,4,11,16935
528,5,450,4,1,1,1.6,161296,0,1,14,4,11,19080
765,41,498,4,1,1,2.0,49253,0,1,7,4,10,53580
0,34,95,9,1,4,2.5,11111,2,1,12,7,25,8467
893,22,181,2,0,1,1.6,78000,1,1,7,10,17,11604
0,28,610,6,1,1,2.3,126058,1,1,13,1,22,19444
639,17,545,9,1,4,2.0,346470,0,1,12,4,11,11604
0,18,239,3,1,5,3.3,52000,0,1,1,2,13,31361
0,24,311,9,1,5,3.5,56000,2,1,1,12,12,73071
0,22,472,3,0,5,1.2,140000,1,1,12,2,9,10976
1249,44,163,9,1,5,2.5,60762,0,1,14,12,8,3450
583,8,380,9,1,5,1.6,160622,0,1,14,4,14,12432
583,17,243,9,1,5,1.6,128147,0,1,14,4,14,17484
394,24,237,9,1,2,2.5,176213,0,1,1,12,11,14426
595,15,270,3,1,5,1.5,60539,0,1,1,4,10,38182
891,17,530,4,1,1,2.0,151193,0,1,7,4,9,37564
0,27,407,7,0,4,2.3,150783,0,1,12,2,21,7840
1091,44,493,4,1,5,2.5,0,0,1,11,12,9,2038
0,44,479,3,0,2,1.5,120000,0,1,7,6,13,18817
642,5,450,4,1,1,2.0,160000,0,1,7,4,13,21940
746,44,477,9,0,2,1.5,237872,0,1,3,8,16,11290
986,44,163,9,1,2,2.4,129170,0,1,1,12,15,2352
0,2,52,9,1,5,3.0,223014,1,1,1,0,22,14113
642,17,587,4,1,1,2.0,182000,0,1,7,4,13,24123
746,44,477,3,1,2,1.5,173213,0,1,14,12,16,6586
891,17,545,9,1,4,2.0,209744,0,1,14,4,9,19914
890,22,446,9,1,5,2.0,43618,0,1,12,4,9,16004
707,17,530,4,1,1,2.0,121581,0,1,7,4,14,28927
765,17,545,9,1,4,2.0,311337,0,1,14,4,10,10976
1017,5,450,4,1,4,2.0,27992,0,1,12,4,8,21796
642,5,206,9,1,1,2.0,62649,0,1,14,4,13,8624
0,15,270,9,0,5,1.3,260000,0,1,11,0,23,5645
1077,17,587,9,1,5,2.0,31200,0,1,2,12,6,22580
0,44,479,3,0,2,1.5,110000,0,1,12,12,12,16935
779,42,282,4,0,5,2.5,170000,0,1,1,8,12,18817
761,44,477,9,0,2,1.8,181022,0,1,1,12,15,14113
831,15,203,4,1,5,2.4,180000,0,1,2,6,14,19444
0,34,97,2,0,1,1.7,260000,1,1,12,8,18,13485
731,5,408,9,1,5,1.3,1878,0,1,14,4,6,58507
1091,27,2,4,1,5,2.5,0,0,1,2,12,9,1098
0,44,91,9,0,5,1.5,102000,0,1,12,8,13,14113
645,44,477,3,0,2,1.8,103000,0,1,5,0,14,13328
831,5,107,9,1,5,1.6,67122,0,1,1,4,8,29777
0,34,640,7,0,5,1.8,11111,1,1,12,4,25,7840
530,22,499,9,1,5,1.6,53386,0,1,1,12,12,1960
1017,28,227,9,1,5,2.0,50930,0,1,1,12,8,22580
1017,17,545,9,1,4,2.0,227911,0,1,14,4,8,16935
1187,5,206,9,0,5,1.4,126000,0,1,0,6,11,10976
1503,28,114,9,0,5,1.8,48000,2,1,14,6,12,17500
0,2,624,4,1,1,3.0,180000,2,1,1,3,22,17876
585,28,120,9,1,5,1.8,120000,2,1,14,12,12,30734
1292,28,306,4,1,5,3.0,62938,0,1,1,0,9,19130
1055,24,501,4,1,5,3.5,69997,0,1,1,4,12,67483
0,15,357,9,0,4,3.0,15500,2,1,0,8,20,7840
1017,28,303,4,1,5,2.0,109608,0,1,14,0,8,17562
1172,28,229,9,1,1,3.5,119379,0,1,12,12,14,16621
1111,15,270,3,0,5,1.3,108000,0,1,2,6,13,7840
639,12,277,9,0,5,2.0,54000,0,1,7,4,11,10976
0,28,218,9,1,1,2.2,333444,2,1,0,8,18,16935
764,22,446,9,1,1,1.7,30177,0,1,14,4,9,35908
891,17,530,4,1,1,2.0,133554,0,1,7,4,9,46236
765,17,545,9,1,4,2.0,30363,0,1,12,4,10,13485
0,12,581,2,0,1,2.0,144000,1,1,14,0,21,15681
0,6,456,9,0,5,2.0,200000,1,1,12,0,23,6272
1493,28,229,9,1,1,3.5,77205,0,1,7,12,9,1568
1095,8,380,9,1,5,2.0,103246,0,1,1,4,17,6981
779,44,163,9,1,5,2.5,121600,0,1,2,6,12,21326
1820,44,569,9,1,5,3.5,17542,0,1,12,12,6,31047
1058,44,163,9,1,5,3.5,0,0,1,1,12,13,4391
0,44,477,3,0,2,1.8,77000,0,1,2,10,12,21012
730,17,243,9,1,4,1.6,49068,0,1,14,4,9,17227
697,17,243,9,0,5,1.8,147200,0,1,14,8,10,13172
333,12,290,9,1,2,2.0,0,0,1,12,0,11,1019
779,44,163,9,0,5,2.5,72000,2,1,12,12,12,21326
687,8,380,9,1,5,1.6,130000,0,1,7,4,15,9252
836,17,545,9,1,5,2.0,71941,0,1,12,4,15,9408
1325,44,163,9,1,5,2.5,25816,0,1,1,12,6,46101
891,17,545,9,1,5,2.0,78196,0,1,1,4,9,43545
585,33,534,9,0,5,1.8,134400,0,1,4,8,12,17876
831,17,243,9,1,5,1.6,25635,0,1,1,12,8,1019
777,17,333,7,1,1,2.5,196654,0,1,14,4,11,30085
1185,17,333,7,1,1,2.5,50653,0,1,12,4,16,22433
1620,28,610,7,0,1,2.2,32000,1,1,14,4,19,51746
1077,14,565,9,1,5,2.0,35898,0,1,1,12,6,14269
400,15,270,10,1,2,1.5,57809,0,1,1,4,7,31211
1202,17,545,9,0,5,2.4,0,0,1,11,0,8,18503
0,28,515,9,1,5,3.2,200000,2,1,5,10,25,3900
0,47,360,9,1,5,2.5,120800,2,1,12,6,13,19757
640,12,290,9,1,5,2.0,134982,0,1,11,0,12,15681
0,27,419,9,1,5,2.5,23000,0,1,11,6,9,39201
834,34,95,2,0,1,1.7,169000,1,1,12,2,16,9408
0,47,360,9,0,5,2.0,55000,1,1,12,4,22,6200
1172,24,350,9,1,5,3.5,259066,0,1,12,12,14,8154
707,41,498,4,1,1,2.0,162977,0,1,12,4,14,24123
1249,44,163,9,1,5,2.5,82000,2,1,12,0,8,32929
891,17,243,9,1,5,2.0,89747,0,1,12,12,9,2430
1249,17,333,10,1,1,2.5,105743,0,1,14,4,8,44843
877,17,587,4,1,1,1.7,97880,0,1,14,4,8,35570
0,27,407,7,0,5,2.3,272000,0,1,11,0,21,1700
900,15,82,9,1,5,2.4,129779,0,1,1,12,10,8781
831,17,243,9,1,4,1.6,32510,0,1,2,4,8,21730
0,47,360,9,1,2,1.8,1000,0,1,1,8,11,17249
1058,44,339,4,1,5,3.5,285186,0,1,7,12,13,9565
1011,12,266,4,1,5,2.3,90000,0,1,2,4,9,76029
765,17,545,9,1,4,2.0,339603,0,1,12,4,10,15367
640,17,545,9,1,5,2.0,162558,0,1,1,4,12,12777
0,44,163,9,0,5,2.5,256000,2,1,12,6,13,20071
1413,33,575,3,1,5,1.5,98000,0,1,1,4,14,7778
0,44,91,3,0,2,1.5,186000,0,1,12,0,12,15053
790,17,243,9,1,5,1.6,79355,0,1,12,4,16,12287
919,28,401,4,1,1,3.0,271701,0,1,14,12,13,26657
583,17,243,9,1,5,1.6,94479,0,1,11,4,14,20005
749,17,549,9,0,5,2.4,92000,2,1,7,12,11,21639
521,5,613,9,0,2,1.4,304000,0,1,12,0,14,21012
0,31,85,4,0,4,2.4,144000,2,1,14,16,20,12231
0,15,562,7,0,5,1.7,0,0,1,12,4,21,6899
687,5,380,9,1,5,1.6,181976,0,1,2,4,15,11704
574,15,355,3,1,2,1.3,187312,0,1,2,0,15,1803
915,17,331,9,1,4,3.0,91456,0,1,1,4,11,14426
1820,24,238,9,1,5,3.5,13147,0,1,14,12,6,10349
0,28,401,4,1,5,3.5,182400,0,1,14,6,14,34497
891,17,530,4,1,1,2.0,24526,0,1,14,4,9,37476
1249,44,163,9,1,5,2.5,154562,0,1,1,12,8,1646
687,17,243,9,1,5,1.6,62741,0,1,12,4,15,8881
0,1,76,1,1,5,3.0,161000,2,1,12,12,13,58018
765,17,530,4,1,1,2.0,147808,0,1,7,4,10,39226
583,17,243,9,1,5,1.6,125062,0,1,1,4,14,20266
530,33,370,4,0,5,1.6,74954,1,1,14,8,12,22580
836,17,530,4,1,1,2.0,177719,0,1,12,4,15,23408
585,17,243,9,0,5,1.8,70000,2,1,12,0,12,16778
730,5,450,4,1,1,1.6,110112,0,1,14,4,9,23602
308,44,91,10,1,2,1.5,31040,0,1,1,4,10,35168
639,5,408,9,1,5,2.0,57870,0,1,14,4,11,27190
730,17,243,9,1,4,1.6,71000,0,1,14,4,9,27065
769,17,530,4,1,1,2.2,126799,0,1,12,4,14,24327
1099,41,498,4,1,1,2.7,246600,0,1,1,4,15,15718
501,15,270,3,1,5,1.5,165000,0,1,2,4,11,14950
751,21,194,4,1,5,2.4,59897,0,1,14,4,12,31248
0,47,360,9,1,5,2.5,130000,2,1,14,12,16,14113
394,44,163,9,1,2,2.5,179381,0,1,1,12,11,11133
687,17,243,9,1,5,1.6,52418,0,1,14,4,15,18240
859,21,617,4,1,1,2.8,176300,0,1,3,4,11,58971
1051,17,545,9,0,5,2.4,72000,2,1,1,12,9,20385
585,47,360,9,1,5,1.8,68000,2,1,12,10,12,16621
707,41,83,4,1,1,2.0,122918,0,1,12,4,14,17942
586,17,247,9,1,5,1.8,87646,0,1,12,8,13,12388
777,44,163,9,0,5,2.5,96000,2,1,1,10,11,16308
1104,1,486,4,1,5,3.0,54683,2,1,1,12,10,39201
765,17,530,4,1,1,2.0,174899,0,1,14,4,10,32744
1018,2,624,4,1,1,3.0,192382,0,1,12,0,14,31361
777,17,333,7,1,1,2.5,120309,0,1,1,4,11,30583
382,12,290,9,1,2,2.0,147885,0,1,7,12,10,5645
0,17,243,9,1,5,1.8,77600,2,1,14,12,9,21953
781,44,163,9,1,2,2.5,156518,0,1,14,12,13,3607
642,22,526,9,1,5,2.0,77000,2,1,1,6,13,13172
0,2,50,9,1,5,3.0,230000,2,1,1,12,18,18189
1172,24,350,9,1,5,3.5,259066,0,1,12,12,14,8154
0,33,410,3,0,5,1.2,175000,0,1,4,2,21,5959
1228,12,266,4,1,5,2.3,14263,0,1,14,4,7,118519
690,24,505,4,1,2,3.5,0,0,1,7,12,9,34811
1481,1,487,4,1,5,3.0,44642,0,1,1,0,8,13328
836,17,530,4,1,1,2.0,58962,0,1,14,4,15,14897
891,17,545,9,1,4,2.0,245705,0,1,12,4,9,18760
761,44,477,9,1,2,1.8,147000,0,1,1,10,15,15367
629,17,243,9,1,4,1.6,31891,0,1,7,4,10,18346
0,44,477,9,0,2,1.8,169000,0,1,12,0,12,18817
0,12,581,6,0,1,2.5,111000,1,1,2,2,25,11290
399,15,538,3,0,2,1.5,9000,0,1,12,6,6,18000
978,44,196,9,1,5,1.8,6032,0,1,2,12,6,9565
862,42,282,4,0,5,2.5,145000,2,1,4,12,14,16621
1091,17,333,7,1,1,2.5,112193,0,1,12,4,9,36068
749,17,530,4,1,5,2.4,306288,0,1,11,12,11,4704
765,17,545,9,1,4,2.0,50534,0,1,12,4,10,14740
891,17,530,4,1,1,2.0,149476,0,1,7,4,9,47217
765,5,450,4,1,4,2.0,34328,0,1,7,4,10,16778
753,17,587,4,1,5,2.4,98000,2,1,11,12,13,26030
1493,24,501,4,1,5,3.5,59858,0,1,12,12,9,11917
779,5,408,9,1,5,2.5,164502,0,1,2,12,12,1490
0,18,272,4,1,5,3.5,225600,2,1,7,8,21,11604
1053,28,229,9,1,1,3.5,219030,0,1,1,12,11,29793
1185,17,333,7,1,1,2.5,194280,0,1,12,4,16,17710
1172,28,229,9,1,1,3.5,119379,0,1,12,12,14,16621
765,17,530,4,1,1,2.0,143269,0,1,2,4,10,34980
382,15,270,10,1,2,1.5,22099,0,1,2,4,8,41259
730,41,83,4,1,1,1.6,89836,0,1,2,4,9,42102
1817,44,569,9,1,5,3.5,1669,0,1,1,12,5,31675
0,12,277,9,0,5,1.5,2700,0,1,7,6,8,24775
836,17,545,9,1,5,2.0,201000,0,1,14,4,15,16741
900,21,194,4,1,5,2.4,72000,0,1,14,6,10,14113
639,2,50,9,1,5,2.0,156000,2,1,14,12,11,42337
751,22,446,9,1,5,2.4,237877,0,1,2,12,12,1411
1324,44,339,4,1,2,3.3,264877,0,1,14,12,15,4861
650,47,360,9,1,5,1.4,11200,2,1,1,8,9,20165
836,17,318,1,1,5,2.0,100000,0,1,7,4,15,16091
528,17,243,9,1,5,1.6,86000,0,1,14,4,11,27654
765,28,138,1,1,5,2.0,43000,2,1,11,10,10,34184
730,33,370,4,1,5,1.6,181997,0,1,1,0,9,2117
639,42,637,4,1,5,2.0,163669,0,1,14,0,11,13015
730,17,243,9,1,4,1.6,126199,0,1,14,4,9,21075
640,17,545,9,1,4,2.0,52857,0,1,1,4,12,8947
919,2,624,4,1,1,3.0,103458,0,1,14,0,13,8154
730,5,450,4,1,1,1.6,128495,0,1,14,4,9,23389
0,44,196,9,0,5,1.5,138000,0,1,12,2,24,6586
0,31,452,4,0,5,3.0,272000,2,1,10,6,19,13172
707,31,452,4,0,5,2.0,103000,2,1,13,12,14,20385
781,5,206,9,0,5,1.4,0,0,1,1,0,7,15053
0,17,243,9,1,5,2.4,130000,2,1,1,6,12,18660
1099,41,498,4,1,1,2.7,145221,0,1,1,4,15,18240
1399,28,229,9,1,1,3.5,189530,0,1,1,12,15,12388
707,17,587,4,1,1,2.0,185706,0,1,14,4,14,16788
0,44,477,9,1,2,1.8,200000,0,1,12,8,15,20382
986,12,581,2,0,1,2.4,198000,1,1,14,2,15,21009
836,17,318,1,1,5,2.0,146691,0,1,1,4,15,15289
961,5,206,9,1,1,2.0,64274,0,1,1,4,16,6743
0,4,154,9,1,5,2.0,29000,0,1,7,10,9,12544
585,44,477,3,0,2,1.8,90000,0,1,7,12,12,12541
730,17,243,9,1,1,1.6,133200,0,1,14,4,9,25083
1079,12,277,9,1,5,2.0,107664,0,1,1,12,7,1333
1018,28,491,4,1,1,3.0,174101,0,1,1,12,14,7370
1079,31,452,4,0,5,2.0,14000,0,1,2,10,7,31988
707,17,587,4,1,1,2.0,165452,0,1,7,4,14,22621
0,47,323,3,1,5,2.0,181000,1,1,1,0,11,29793
0,10,210,9,0,5,2.0,152000,2,1,1,8,12,14740
880,17,243,9,1,5,1.6,71551,0,1,7,4,7,36401
431,12,290,9,1,2,2.0,194974,0,1,1,0,9,8781
583,17,243,9,1,5,1.6,94910,0,1,12,4,14,20266
690,15,188,9,1,5,1.5,22715,0,1,7,4,9,53185
779,44,163,9,1,5,2.5,111232,2,1,14,10,12,21012
0,44,477,3,0,2,1.5,204839,0,1,12,0,17,8311
642,17,318,1,1,5,2.0,77231,0,1,7,4,13,36711
0,15,203,4,0,5,2.4,260000,0,1,12,6,23,13172
1820,44,569,9,1,5,3.5,17542,0,1,12,12,6,31047
531,17,243,9,1,5,1.6,123000,0,1,12,4,13,19707
431,17,545,9,1,2,2.0,251768,0,1,14,4,9,19914
1090,5,174,4,1,1,2.0,77778,0,1,12,4,17,6899
1018,28,491,4,1,1,3.0,85294,0,1,1,12,14,20385
1327,27,2,4,1,5,2.5,42246,0,1,7,0,7,37633
1017,28,227,9,1,5,2.0,50930,0,1,1,12,8,3450
645,17,243,4,1,5,1.8,308501,0,1,2,12,14,2195
749,5,256,4,0,5,2.4,55000,2,1,14,12,11,26657
765,17,530,4,1,1,2.0,147542,0,1,2,4,10,44247
1399,28,229,9,1,1,3.5,189530,0,1,1,12,15,12388
585,17,243,9,0,5,1.8,139867,0,1,12,0,12,17249
0,44,611,9,0,5,1.0,170000,0,1,2,4,19,8467
917,24,237,9,1,2,3.0,100000,0,1,1,12,12,49864
0,47,323,3,0,5,2.5,20000,0,1,1,6,15,15681
777,17,333,7,1,1,2.5,86227,0,1,12,4,11,36899
831,5,450,4,1,1,1.6,109953,0,1,1,4,8,28043
1327,27,59,4,1,5,2.5,21328,0,1,7,12,7,6586
1018,2,624,4,1,1,3.0,250000,2,1,7,10,14,34497
1399,24,505,4,1,2,3.5,167222,0,1,1,12,15,5018
1202,21,512,4,1,5,2.4,43200,2,1,7,9,8,32929
0,28,219,9,1,1,2.2,280000,2,1,2,5,22,10976
862,17,333,7,1,1,2.5,45566,0,1,14,4,14,20488
1327,27,419,9,1,5,2.5,53277,0,1,7,0,7,50805
640,12,128,3,0,2,2.0,204010,0,1,1,0,12,17249
0,34,640,10,0,5,2.2,100000,0,1,12,4,20,11917
1018,28,123,9,1,5,3.0,304082,0,1,14,12,14,2038
0,33,619,4,1,5,2.0,121856,0,1,0,6,21,10976
790,8,380,9,1,5,1.6,164804,0,1,7,4,16,8097
1172,2,624,4,1,5,3.5,176080,2,1,1,12,14,20071
629,33,370,4,1,5,1.6,103358,0,1,2,0,10,3607
585,15,188,9,0,0,1.8,120000,0,1,14,6,12,20385
0,1,486,4,1,5,3.2,150000,2,1,12,8,15,29166
517,44,339,9,1,2,3.5,166560,0,1,1,12,11,39201
690,15,270,3,0,5,1.5,49600,0,1,14,6,9,18817
877,17,587,4,1,1,1.7,114886,0,1,14,4,8,35846
639,5,174,4,1,1,2.0,143414,0,1,14,4,11,23339
1017,28,303,4,1,5,2.0,55704,0,1,1,0,8,47669
1267,44,91,3,0,2,1.5,47000,0,1,2,10,12,10349
843,44,477,3,0,2,1.5,135000,0,1,11,12,17,11290
0,44,91,3,0,5,1.8,99000,0,1,1,0,13,15367
781,42,282,4,0,5,2.5,169000,2,1,1,12,13,14740
530,12,290,9,0,5,1.6,201000,2,1,12,12,12,9722
0,1,86,10,1,5,2.7,0,2,1,2,8,21,2509
724,46,13,9,1,5,1.7,64098,1,1,12,4,15,3600
1273,0,567,9,1,5,3.5,70562,0,1,14,12,10,10349
777,17,333,7,1,1,2.5,154154,0,1,1,4,11,32910
0,2,50,9,1,4,2.8,240000,2,1,1,6,16,15649
1055,28,229,9,1,1,3.5,107800,0,1,7,12,12,5802
0,2,30,9,0,5,2.2,115000,0,1,1,4,24,12544
1024,42,282,4,0,5,2.5,275200,0,1,14,6,15,14426
843,37,532,10,0,1,1.5,230000,1,1,7,4,17,7840
0,44,477,9,0,2,1.5,230000,0,1,14,8,18,10976
687,17,243,9,1,5,1.6,79995,0,1,12,4,15,16543
0,24,503,4,1,2,3.3,270432,0,1,7,8,17,25402
830,14,565,9,1,5,1.5,9422,0,1,2,12,6,3450
777,44,163,9,1,5,2.5,118582,2,1,14,12,11,16308
0,44,477,3,0,5,1.8,56000,2,1,7,12,12,20071
1249,17,333,10,1,1,2.5,129841,0,1,1,4,8,41629
730,41,83,4,1,5,1.6,55234,0,1,14,4,9,40092
0,21,389,4,1,5,2.4,0,1,1,2,8,22,11604
1249,44,163,9,1,5,2.5,55000,0,1,1,12,8,31361
640,17,530,4,1,1,2.0,147470,0,1,1,4,12,41701
0,12,275,3,0,5,1.6,50393,0,1,12,6,9,16621
0,2,54,9,1,5,3.0,185000,2,1,1,12,14,29793
0,15,270,3,0,5,1.3,172000,0,1,1,4,20,7997
586,17,243,9,1,5,1.8,240560,0,1,1,12,13,1019
382,12,128,3,1,2,2.0,193106,0,1,12,12,10,1646
880,17,587,4,1,5,1.6,19961,0,1,12,4,7,55678
531,17,243,9,1,5,1.6,143502,0,1,14,4,13,19416
639,17,243,3,0,5,2.0,124226,0,1,12,0,11,11917
707,1,73,9,1,5,2.0,124958,0,1,14,12,14,1646
0,42,282,2,0,5,2.5,1000,2,1,14,4,22,4000
584,47,462,9,1,5,1.8,64000,0,1,14,0,11,15681
1077,44,136,4,1,5,2.0,4330,0,1,14,12,6,29793
1282,5,174,4,1,1,2.0,59136,0,1,12,4,18,4077
494,33,410,3,1,5,1.2,23603,0,1,2,4,10,23935
642,17,587,4,1,1,2.0,102156,0,1,14,4,13,19943
394,44,163,9,1,2,2.5,128739,0,1,6,12,11,2274
971,17,530,4,1,1,2.2,137986,0,1,12,4,9,43416
934,44,167,9,1,5,2.5,47128,0,1,1,8,10,26343
1053,28,229,9,1,1,3.5,146395,0,1,7,12,11,1882
0,12,581,6,0,1,2.4,213990,1,1,14,2,23,17562
836,17,530,4,1,1,2.0,208130,0,1,12,4,15,20789
1051,22,446,9,1,5,2.4,52000,2,1,14,12,9,29793
642,17,587,4,1,1,2.0,119310,0,1,12,4,13,21103
629,17,243,9,1,1,1.6,99335,0,1,14,4,10,17054
1091,17,333,7,1,1,2.5,90132,0,1,12,4,9,36899
1228,34,95,10,0,1,1.9,222222,1,1,12,8,18,7840
0,44,477,9,1,2,1.8,150000,0,1,1,8,12,21012
645,44,196,9,1,5,1.8,190789,0,1,9,12,14,1411
640,42,637,4,0,5,2.0,112000,0,1,12,0,12,17249
891,17,545,9,1,4,2.0,239291,0,1,12,4,9,11290
0,44,163,9,1,5,2.5,139000,2,1,1,10,13,25089
830,12,259,4,0,5,1.5,74000,2,1,7,9,6,26657
1018,21,328,4,1,1,3.0,199500,0,1,12,4,14,31524
777,17,333,7,1,1,2.5,146216,0,1,12,4,11,30750
891,17,530,4,1,1,2.0,101671,0,1,14,4,9,54393
0,22,446,9,1,5,2.4,156800,2,1,14,10,13,20385
862,17,333,10,1,1,2.5,232078,0,1,12,4,14,21103
584,28,120,9,1,5,1.8,81600,2,1,2,12,11,14113
0,17,243,9,0,5,1.8,83000,2,1,2,8,13,16621
0,28,402,4,1,5,3.5,144000,2,1,7,12,13,50805
642,12,128,3,0,2,2.0,128205,0,1,12,10,13,17876
586,24,153,9,1,2,1.8,47286,0,1,7,4,13,24738
0,2,624,4,1,4,3.0,200000,2,1,1,12,25,11917
891,27,417,9,0,5,2.0,96877,0,1,1,8,9,13799
919,17,331,9,1,5,3.0,215833,0,1,1,4,13,20814
645,44,477,3,1,2,1.8,222016,0,1,5,8,14,16621
777,44,163,9,0,5,2.5,166400,2,1,12,10,11,25089
749,22,446,9,1,5,2.4,93000,2,1,1,10,11,16621
934,12,290,9,0,5,2.5,96000,2,1,12,10,10,11447
1273,28,401,4,1,1,3.5,79080,0,1,7,12,10,22894
911,22,177,7,1,1,2.2,125000,0,1,12,4,15,11200
687,8,380,9,1,5,1.6,128216,0,1,2,4,15,8963
0,17,587,4,0,1,2.0,200000,1,1,1,0,20,10663
1091,17,333,10,1,1,2.5,111817,0,1,12,4,9,37984
810,47,462,9,1,5,1.8,89525,0,1,14,12,9,1725
780,43,609,4,0,5,1.4,0,0,1,11,0,6,61951
0,44,358,7,0,4,2.4,162000,0,1,12,0,23,10349
707,41,498,4,1,1,2.0,159000,0,1,12,4,14,23239
447,15,270,3,1,5,1.3,52320,0,1,12,4,12,17264
0,1,75,9,1,5,3.2,268800,2,1,12,8,17,13485
781,44,170,9,1,2,2.5,98298,0,1,7,8,13,21796
